,description,name,price,img,size,color,composition,care,primary_thumbnail
27,반소매 라운드넥 니트 스웨터. 리브드 마감. 뒷면 메탈 스냅 버튼으로 여밈. 모델 신장: 177cm,쇼트 슬리브 베이직 스웨터,"35,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_1_1_1.jpg?ts=1581684436254', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_2_1_1.jpg?ts=1581684455657', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_2_2_1.jpg?ts=1581684459862', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_2_3_1.jpg?ts=1581684455520', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_2_4_1.jpg?ts=1581684454175', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_2_5_1.jpg?ts=1581684485706', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_6_1_1.jpg?ts=1581684494441']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",라이트 그린,"[{'겉감': '83% 비스코스, 15% 나일론, 2% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지', '뒤집어서 다리십시오']",//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/cb-0-0-4176-3072-Center/w/1173/5646125526_2_3_1.jpg?ts=1581687223842
28,브이넥 긴소매 니트 재킷. 앞면에서 금속 버튼으로 여밈. 모델 신장: 177cm,버튼 니트 가디건,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_1_1_1.jpg?ts=1581074600138', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_2_1_1.jpg?ts=1581074619131', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_2_2_1.jpg?ts=1581074600656', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_2_3_1.jpg?ts=1581074635425', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_2_4_1.jpg?ts=1581074607707', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_2_5_1.jpg?ts=1581074601384', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_2_6_1.jpg?ts=1581074622068', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_6_1_1.jpg?ts=1581074610493']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",라이트 그린,"[{'겉감': '83% 비스코스, 15% 나일론, 2% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지', '뒤집어서 다리십시오']",//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/581/5646127526_1_1_1.jpg?ts=1581074600138
29,페이크 금속 버튼이 달린 긴소매 라운드넥 니트 스웨터. 리브드 마감. 모델 신장: 177cm,롱 슬리브 베이직 스웨터,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_1_1_1.jpg?ts=1582113898339', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_2_1_1.jpg?ts=1582113900430', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_2_2_1.jpg?ts=1582113899383', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_2_3_1.jpg?ts=1582113892186', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_2_4_1.jpg?ts=1582113891421', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_2_5_1.jpg?ts=1582113890506', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_2_6_1.jpg?ts=1582113894911', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_6_1_1.jpg?ts=1582114104712']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",라이트 그린,[],[],https://static.zara.net/stdstatic/1.144.0-b.7/images/transparent-background.png
30,울 혼방 소재 스웨터. 신축성 있게 마감된 긴소매 라운드넥 디자인. 텍스처가 있는 톤온톤 소재가 매치됨. 허리 부분 끈 디테일. 모델 신장: 177cm,케이블 니트 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_1_1_1.jpg?ts=1581082309072', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_2_1_1.jpg?ts=1581082354800', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_2_2_1.jpg?ts=1581082360175', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_2_3_1.jpg?ts=1581082359034', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_2_4_1.jpg?ts=1581082350608', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_2_5_1.jpg?ts=1581082352260', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_2_6_1.jpg?ts=1581082347842', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_6_1_1.jpg?ts=1581082343162']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '46% 아크릴, 43% 폴리아미드, 11% 모직'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/cb-0-0-4176-3072-Center/w/1173/6771012712_2_4_1.jpg?ts=1581337278615
31,브이넥 마감 라펠 칼라 긴소매 스웨터. 리브드 마감. 모델 신장: 177cm,소프트 이펙트 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_1_1_1.jpg?ts=1581077973855', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_2_1_1.jpg?ts=1581077975732', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_2_2_1.jpg?ts=1581077966629', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_2_3_1.jpg?ts=1580901947798', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_2_4_1.jpg?ts=1581077966625', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_2_5_1.jpg?ts=1581077966619', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_2_6_1.jpg?ts=1580901940533', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_6_1_1.jpg?ts=1580982378492']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '46% 비스코스, 27% 폴리에스터, 27% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/581/5536012712_2_1_1.jpg?ts=1581077975732
32,브이넥 마감 라펠 칼라 긴소매 스웨터. 리브드 마감. 모델 신장: 177cm,소프트 이펙트 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_1_1_1.jpg?ts=1581077974554', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_2_1_1.jpg?ts=1581077981545', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_2_2_1.jpg?ts=1581077982034', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_2_3_1.jpg?ts=1580893208094', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_2_4_1.jpg?ts=1581077966746', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_2_5_1.jpg?ts=1581077974618', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_2_6_1.jpg?ts=1580833852467', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_6_1_1.jpg?ts=1580982378492']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블루,"[{'겉감': '46% 비스코스, 27% 폴리에스터, 27% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/581/5536012420_1_1_1.jpg?ts=1581077974554
33,울 혼방 소재 스웨터. 커프스 마감 벌룬 스타일 긴소매 스퀘어 네크라인 디자인. 모델 신장: 177cm,울 니트 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_1_1_1.jpg?ts=1580477237331', '//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_2_1_1.jpg?ts=1580477246113', '//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_2_2_1.jpg?ts=1580477298153', '//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_2_3_1.jpg?ts=1580477252437', '//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_2_4_1.jpg?ts=1580477306175', '//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_2_5_1.jpg?ts=1580477253990', '//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_6_1_1.jpg?ts=1580477313848']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",그레이,"[{'겉감': '67% 아크릴, 24% 나일론, 5% 모직, 4% 엘라스탄'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/cb-0-0-4176-3072-Center/w/1173/1509001802_2_1_1.jpg?ts=1580722828997
34,긴소매 가디건. 리브드 마감. 모델 신장: 177cm,니트 롱 가디건,"79,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_1_1_1.jpg?ts=1580477261938', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_2_1_1.jpg?ts=1580477329510', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_2_2_1.jpg?ts=1580477315748', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_2_3_1.jpg?ts=1580477331252', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_2_4_1.jpg?ts=1580477282173', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_2_5_1.jpg?ts=1580477338728', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_2_6_1.jpg?ts=1580477719433', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_6_1_1.jpg?ts=1580477346359']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",그레이,"[{'겉감': '67% 아크릴, 24% 나일론, 5% 모직, 4% 엘라스탄'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/581/1509003802_1_1_1.jpg?ts=1580477261938
35,울 혼방 소재 원피스. 라운드넥 반소매 디자인. 모델 신장: 177cm,울 니트 원피스,"79,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_1_1_1.jpg?ts=1580477259194', '//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_2_1_1.jpg?ts=1580477322051', '//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_2_2_1.jpg?ts=1580477313982', '//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_2_3_1.jpg?ts=1580477306121', '//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_2_4_1.jpg?ts=1580477329159', '//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_2_5_1.jpg?ts=1580477323516', '//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_6_1_1.jpg?ts=1580477321682']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",그레이,"[{'겉감': '67% 아크릴, 24% 나일론, 5% 모직, 4% 엘라스탄'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/581/1509002802_2_1_1.jpg?ts=1580477322051
36,하이웨이스트 팬츠. 와이드 레그와 신축성 있는 허리 디자인. 모델 신장: 177cm,자카드 큐롯 팬츠,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_1_1_1.jpg?ts=1581522930505', '//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_2_1_1.jpg?ts=1581522970107', '//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_2_2_1.jpg?ts=1581522959068', '//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_2_3_1.jpg?ts=1581522960750', '//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_2_4_1.jpg?ts=1581522975326', '//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_2_5_1.jpg?ts=1581522980121', '//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_6_1_1.jpg?ts=1581522971508']","['S (KR 25) ', 'M (KR 26) ', 'L (KR 27) ']",멀티컬러,"[{'겉감': '94% 폴리에스터, 6% 금속처리된 섬유'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/cb-0-0-4176-3072-Center/w/1173/1822005330_1_1_1.jpg?ts=1581523799126
37,커프스 마감 긴소매 라운드넥 스웨터. 도티드 스위스 세미 시스루 소재가 매치됨. 모델 신장: 177cm,콤비 니트 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_1_1_1.jpg?ts=1581522944780', '//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_2_1_1.jpg?ts=1581523049364', '//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_2_2_1.jpg?ts=1581523056164', '//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_2_3_1.jpg?ts=1581523052338', '//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_2_4_1.jpg?ts=1581523068759', '//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_2_5_1.jpg?ts=1581523069762', '//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_6_1_1.jpg?ts=1581523063672']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '주요소재51% 아크릴,49% 면'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/581/6771008712_2_3_1.jpg?ts=1581523052338
