,description,name,price,img,size,color,composition,care,primary_thumbnail
28,허리 부분이 신축성 있게 마감된 A라인 미디 스커트. 모델 신장: 177cm,니트 플리츠 스커트,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/2142/008/800/2/w/560/2142008800_1_1_1.jpg?ts=1582017933328', '//static.zara.net/photos///2020/V/0/1/p/2142/008/800/2/w/560/2142008800_2_1_1.jpg?ts=1582018033357', '//static.zara.net/photos///2020/V/0/1/p/2142/008/800/2/w/560/2142008800_2_2_1.jpg?ts=1582018100255', '//static.zara.net/photos///2020/V/0/1/p/2142/008/800/2/w/560/2142008800_2_3_1.jpg?ts=1582018092912', '//static.zara.net/photos///2020/V/0/1/p/2142/008/800/2/w/560/2142008800_2_4_1.jpg?ts=1582018047093', '//static.zara.net/photos///2020/V/0/1/p/2142/008/800/2/w/560/2142008800_2_5_1.jpg?ts=1582018104939', '//static.zara.net/photos///2020/V/0/1/p/2142/008/800/2/w/560/2142008800_6_1_1.jpg?ts=1582106786376']","['S (KR 25) ', 'M (KR 26) ', 'L (KR 27) ']",블랙,"[{'겉감': '52% 비스코스, 48% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']",//static.zara.net/photos///2020/V/0/1/p/2142/008/800/2/w/581/2142008800_2_3_1.jpg?ts=1582018092912
29,스트레이트 네크라인 니트 탑. 배색된 소재가 매치된 벌룬 스타일 긴소매 디자인. 모델 신장: 177cm,슬리브 콤비 탑,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/2142/004/800/2/w/560/2142004800_1_1_1.jpg?ts=1582106384033', '//static.zara.net/photos///2020/V/0/1/p/2142/004/800/2/w/560/2142004800_2_1_1.jpg?ts=1582106804892', '//static.zara.net/photos///2020/V/0/1/p/2142/004/800/2/w/560/2142004800_2_2_1.jpg?ts=1582106802259', '//static.zara.net/photos///2020/V/0/1/p/2142/004/800/2/w/560/2142004800_2_3_1.jpg?ts=1582106819030', '//static.zara.net/photos///2020/V/0/1/p/2142/004/800/2/w/560/2142004800_2_4_1.jpg?ts=1582106814220', '//static.zara.net/photos///2020/V/0/1/p/2142/004/800/2/w/560/2142004800_2_5_1.jpg?ts=1582106814237', '//static.zara.net/photos///2020/V/0/1/p/2142/004/800/2/w/560/2142004800_2_6_1.jpg?ts=1582106834653', '//static.zara.net/photos///2020/V/0/1/p/2142/004/800/2/w/560/2142004800_6_1_1.jpg?ts=1582106842693']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙,"[{'겉감': '주요소재85% 비스코스,14% 나일론,1% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']",//static.zara.net/photos///2020/V/0/1/p/2142/004/800/2/w/581/2142004800_2_1_1.jpg?ts=1582106804892
30,라운드넥 7부 소매 크롭 탑. 리브드 마감. 모델 신장: 177cm,도트 패턴 니트 탑,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/3859/021/084/2/w/560/3859021084_1_1_1.jpg?ts=1582013121362', '//static.zara.net/photos///2020/V/0/1/p/3859/021/084/2/w/560/3859021084_2_1_1.jpg?ts=1582013309887', '//static.zara.net/photos///2020/V/0/1/p/3859/021/084/2/w/560/3859021084_2_2_1.jpg?ts=1582013312746', '//static.zara.net/photos///2020/V/0/1/p/3859/021/084/2/w/560/3859021084_2_3_1.jpg?ts=1582013286340', '//static.zara.net/photos///2020/V/0/1/p/3859/021/084/2/w/560/3859021084_2_4_1.jpg?ts=1582013276199', '//static.zara.net/photos///2020/V/0/1/p/3859/021/084/2/w/560/3859021084_2_5_1.jpg?ts=1582013315130', '//static.zara.net/photos///2020/V/0/1/p/3859/021/084/2/w/560/3859021084_6_1_1.jpg?ts=1582013286667']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙 / 화이트,[{'겉감': '100% 폴리아미드'}],"['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/3859/021/084/2/cb-0-0-4176-3072-Center/w/1173/3859021084_2_3_1.jpg?ts=1582111694305
31,페이크 금속 버튼이 달린 긴소매 라운드넥 니트 스웨터. 리브드 마감. 모델 신장: 177cm,롱 슬리브 베이직 스웨터,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/121/706/4/w/560/5646121706_1_1_1.jpg?ts=1582111919145', '//static.zara.net/photos///2020/V/0/1/p/5646/121/706/4/w/560/5646121706_2_1_1.jpg?ts=1582111972405', '//static.zara.net/photos///2020/V/0/1/p/5646/121/706/4/w/560/5646121706_2_2_1.jpg?ts=1582111981771', '//static.zara.net/photos///2020/V/0/1/p/5646/121/706/4/w/560/5646121706_2_3_1.jpg?ts=1582111976962', '//static.zara.net/photos///2020/V/0/1/p/5646/121/706/4/w/560/5646121706_2_4_1.jpg?ts=1582111988117', '//static.zara.net/photos///2020/V/0/1/p/5646/121/706/4/w/560/5646121706_6_1_1.jpg?ts=1582194751872']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",밍크,[],[],//static.zara.net/photos///2020/V/0/1/p/5646/121/706/4/w/581/5646121706_2_1_1.jpg?ts=1582111972405
32,페이크 금속 버튼이 달린 긴소매 라운드넥 니트 스웨터. 리브드 마감. 모델 신장: 177cm,롱 슬리브 베이직 스웨터,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/121/733/6/w/560/5646121733_1_1_1.jpg?ts=1582111928559', '//static.zara.net/photos///2020/V/0/1/p/5646/121/733/6/w/560/5646121733_2_1_1.jpg?ts=1582111996636', '//static.zara.net/photos///2020/V/0/1/p/5646/121/733/6/w/560/5646121733_2_2_1.jpg?ts=1582111986802', '//static.zara.net/photos///2020/V/0/1/p/5646/121/733/6/w/560/5646121733_2_3_1.jpg?ts=1582111994339', '//static.zara.net/photos///2020/V/0/1/p/5646/121/733/6/w/560/5646121733_2_4_1.jpg?ts=1582111991857', '//static.zara.net/photos///2020/V/0/1/p/5646/121/733/6/w/560/5646121733_2_5_1.jpg?ts=1582111987018', '//static.zara.net/photos///2020/V/0/1/p/5646/121/733/6/w/560/5646121733_6_1_1.jpg?ts=1582194751872']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",크림,[],[],//static.zara.net/photos///2020/V/0/1/p/5646/121/733/6/w/581/5646121733_1_1_1.jpg?ts=1582111928559
33,하이넥 슬리브리스 원피스. 양 옆면 하단 트임 디테일. 리브드 마감. 모델 신장: 177cm,케이블 니트 원피스,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/010/712/3/w/560/5536010712_1_1_1.jpg?ts=1582111918927', '//static.zara.net/photos///2020/V/0/1/p/5536/010/712/3/w/560/5536010712_2_1_1.jpg?ts=1582111964118', '//static.zara.net/photos///2020/V/0/1/p/5536/010/712/3/w/560/5536010712_2_2_1.jpg?ts=1582111958204', '//static.zara.net/photos///2020/V/0/1/p/5536/010/712/3/w/560/5536010712_2_3_1.jpg?ts=1582111962322', '//static.zara.net/photos///2020/V/0/1/p/5536/010/712/3/w/560/5536010712_2_4_1.jpg?ts=1582111958997', '//static.zara.net/photos///2020/V/0/1/p/5536/010/712/3/w/560/5536010712_2_5_1.jpg?ts=1582111948662', '//static.zara.net/photos///2020/V/0/1/p/5536/010/712/3/w/560/5536010712_2_6_1.jpg?ts=1582111968074', '//static.zara.net/photos///2020/V/0/1/p/5536/010/712/3/w/560/5536010712_6_1_1.jpg?ts=1582111967560']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '47% 비스코스, 27% 폴리에스터, 26% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/5536/010/712/3/cb-0-0-4176-3072-Center/w/1173/5536010712_2_1_1.jpg?ts=1582114065001
34,울 혼방 소재 와이드핏 스웨터. 긴소매 라운드넥 디자인. 양 옆면 하단 트임 디테일. 앞면 버튼 여밈. 모델 신장: 177cm,오버사이즈 니트 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/2488/001/711/3/w/560/2488001711_1_1_1.jpg?ts=1582111909380', '//static.zara.net/photos///2020/V/0/1/p/2488/001/711/3/w/560/2488001711_2_1_1.jpg?ts=1582111924525', '//static.zara.net/photos///2020/V/0/1/p/2488/001/711/3/w/560/2488001711_2_2_1.jpg?ts=1582111930307', '//static.zara.net/photos///2020/V/0/1/p/2488/001/711/3/w/560/2488001711_2_3_1.jpg?ts=1582111928854', '//static.zara.net/photos///2020/V/0/1/p/2488/001/711/3/w/560/2488001711_2_4_1.jpg?ts=1582111922069', '//static.zara.net/photos///2020/V/0/1/p/2488/001/711/3/w/560/2488001711_2_5_1.jpg?ts=1582111912374', '//static.zara.net/photos///2020/V/0/1/p/2488/001/711/3/w/560/2488001711_2_6_1.jpg?ts=1582111935082', '//static.zara.net/photos///2020/V/0/1/p/2488/001/711/3/w/560/2488001711_6_1_1.jpg?ts=1582111938899']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",샌드,"[{'겉감': '44% 아크릴, 43% 나일론, 7% 엘라스탄, 6% 모직'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']",//static.zara.net/photos///2020/V/0/1/p/2488/001/711/3/w/581/2488001711_2_1_1.jpg?ts=1582111924525
35,신축성 있는 허리 디자인의 니트 소재 펜슬 스커트. 옆면 하단 트임. 모델 신장: 177cm,리브드 미디 스커트,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/2488/003/711/3/w/560/2488003711_1_1_1.jpg?ts=1582111918352', '//static.zara.net/photos///2020/V/0/1/p/2488/003/711/3/w/560/2488003711_2_1_1.jpg?ts=1582111909286', '//static.zara.net/photos///2020/V/0/1/p/2488/003/711/3/w/560/2488003711_2_2_1.jpg?ts=1582111909492', '//static.zara.net/photos///2020/V/0/1/p/2488/003/711/3/w/560/2488003711_2_3_1.jpg?ts=1582111951107', '//static.zara.net/photos///2020/V/0/1/p/2488/003/711/3/w/560/2488003711_2_4_1.jpg?ts=1582111953166', '//static.zara.net/photos///2020/V/0/1/p/2488/003/711/3/w/560/2488003711_2_5_1.jpg?ts=1582111940437', '//static.zara.net/photos///2020/V/0/1/p/2488/003/711/3/w/560/2488003711_2_6_1.jpg?ts=1582111944217', '//static.zara.net/photos///2020/V/0/1/p/2488/003/711/3/w/560/2488003711_6_1_1.jpg?ts=1582111956413']","['S (KR 25) ', 'M (KR 26) ', 'L (KR 27) ']",샌드,"[{'겉감': '44% 아크릴, 43% 나일론, 7% 엘라스탄, 6% 모직'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']",//static.zara.net/photos///2020/V/0/1/p/2488/003/711/3/w/581/2488003711_1_1_1.jpg?ts=1582111918352
36,반소매 라운드넥 니트 스웨터. 리브드 마감. 뒷면 메탈 스냅 버튼으로 여밈. 모델 신장: 177cm,쇼트 슬리브 베이직 스웨터,"35,000 원","['//static.zara.net/photos///2020/V/0/1/p/8851/125/800/2/w/560/8851125800_1_1_1.jpg?ts=1581062483986', '//static.zara.net/photos///2020/V/0/1/p/8851/125/800/2/w/560/8851125800_2_1_1.jpg?ts=1581062927298', '//static.zara.net/photos///2020/V/0/1/p/8851/125/800/2/w/560/8851125800_2_2_1.jpg?ts=1581062923431', '//static.zara.net/photos///2020/V/0/1/p/8851/125/800/2/w/560/8851125800_2_3_1.jpg?ts=1581062938570', '//static.zara.net/photos///2020/V/0/1/p/8851/125/800/2/w/560/8851125800_2_4_1.jpg?ts=1581062938172', '//static.zara.net/photos///2020/V/0/1/p/8851/125/800/2/w/560/8851125800_2_5_1.jpg?ts=1581062939132', '//static.zara.net/photos///2020/V/0/1/p/8851/125/800/2/w/560/8851125800_2_6_1.jpg?ts=1581062931563', '//static.zara.net/photos///2020/V/0/1/p/8851/125/800/2/w/560/8851125800_6_1_1.jpg?ts=1581684494441']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",블랙,"[{'겉감': '83% 비스코스, 15% 나일론, 2% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지', '뒤집어서 다리십시오']",//static.zara.net/photos///2020/V/0/1/p/8851/125/800/2/cb-0-0-4176-3072-Center/w/1173/8851125800_2_4_1.jpg?ts=1581686809372
37,라운드넥 긴소매 니트 탑. 모델 신장: 177cm,포인텔 니트 탑,"45,000 원","['//static.zara.net/photos///2020/V/0/1/p/4369/003/084/2/w/560/4369003084_1_1_1.jpg?ts=1582112961019', '//static.zara.net/photos///2020/V/0/1/p/4369/003/084/2/w/560/4369003084_2_1_1.jpg?ts=1582112969357', '//static.zara.net/photos///2020/V/0/1/p/4369/003/084/2/w/560/4369003084_2_2_1.jpg?ts=1582112976638', '//static.zara.net/photos///2020/V/0/1/p/4369/003/084/2/w/560/4369003084_2_3_1.jpg?ts=1582112979505', '//static.zara.net/photos///2020/V/0/1/p/4369/003/084/2/w/560/4369003084_2_4_1.jpg?ts=1582112968310', '//static.zara.net/photos///2020/V/0/1/p/4369/003/084/2/w/560/4369003084_2_5_1.jpg?ts=1582112969382', '//static.zara.net/photos///2020/V/0/1/p/4369/003/084/2/w/560/4369003084_2_6_1.jpg?ts=1582112968028', '//static.zara.net/photos///2020/V/0/1/p/4369/003/084/2/w/560/4369003084_2_7_1.jpg?ts=1582112981054', '//static.zara.net/photos///2020/V/0/1/p/4369/003/084/2/w/560/4369003084_6_1_1.jpg?ts=1582112957838']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙 / 화이트,"[{'겉감': '63% 비스코스, 37% 폴리아미드'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '평평한 바닥에 놓고 말리십시오']",//static.zara.net/photos///2020/V/0/1/p/4369/003/084/2/w/581/4369003084_2_4_1.jpg?ts=1582112968310
38,커프스 마감 벌룬 스타일 긴소매 라운드넥 스웨터. 모델 신장: 177cm,퍼프 슬리브 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_1_1_1.jpg?ts=1581347307709', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_2_1_1.jpg?ts=1581347169679', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_2_2_1.jpg?ts=1581347242837', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_2_3_1.jpg?ts=1581347157534', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_2_4_1.jpg?ts=1581347202024', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_2_5_1.jpg?ts=1581347192739', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_2_6_1.jpg?ts=1581347148248', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_6_1_1.jpg?ts=1582210998089']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",카멜,"[{'겉감': '55% 비스코스, 45% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']",//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/581/2488119704_1_1_1.jpg?ts=1581347307709
39,커프스 마감 벌룬 스타일 긴소매 라운드넥 스웨터. 모델 신장: 177cm,퍼프 슬리브 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_1_1_1.jpg?ts=1581347304678', '//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_2_1_1.jpg?ts=1581347212194', '//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_2_2_1.jpg?ts=1581347216506', '//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_2_3_1.jpg?ts=1581347226247', '//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_2_4_1.jpg?ts=1581347194656', '//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_2_5_1.jpg?ts=1581347221301', '//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_6_1_1.jpg?ts=1582210998089']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '55% 비스코스, 45% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']",//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/581/2488119712_1_1_1.jpg?ts=1581347304678
